HOME_TEAM_WINS,FGP_H,FG3P_H,FTP_H,DREB_H,AST_H,STL_H,BLK_H,RANKING_H
NO,0.43,0.42,0.83,27,21,7,4,0.152
YES,0.48,0.29,0.9,30,27,10,12,0.714
NO,0.43,0.17,0.79,27,16,6,6,0.343
YES,0.4,0.42,0.88,35,18,7,4,0.771
YES,0.52,0.47,0.63,34,25,14,5,0.735
YES,0.47,0.54,0.62,44,27,8,4,0.844
NO,0.45,0.32,0.76,29,19,8,5,0.5
NO,0.46,0.43,0.68,28,24,6,6,0.583
NO,0.42,0.15,0.86,31,22,9,5,0.5
NO,0.41,0.21,0.69,39,18,3,6,0.457
NO,0.44,0.27,0.72,34,24,9,4,0.703
NO,0.41,0.34,0.79,24,16,9,4,0.528
YES,0.49,0.43,0.75,29,30,11,3,0.848
YES,0.47,0.36,0.73,34,29,9,5,0.667
YES,0.44,0.52,0.83,29,21,17,4,0.771
NO,0.3,0.08,0.86,29,14,11,6,0.147
YES,0.43,0.29,0.77,34,18,9,4,0.351
YES,0.51,0.5,0.71,35,28,9,4,0.686
YES,0.39,0.53,0.79,39,18,12,4,0.429
YES,0.45,0.41,0.77,41,22,5,4,0.444
NO,0.48,0.41,0.84,30,30,8,3,0.147
NO,0.33,0.3,0.75,27,17,5,5,0.694
NO,0.4,0.32,0.76,34,20,2,7,0.686
NO,0.46,0.42,0.52,28,22,12,1,0.128
YES,0.42,0.3,0.73,35,19,5,6,0.778
NO,0.4,0.3,0.78,35,24,9,3,0.333
YES,0.37,0.39,0.88,40,21,5,9,0.395
YES,0.48,0.53,0.63,36,27,9,7,0.694
YES,0.5,0.33,0.94,35,35,9,8,0.853
NO,0.49,0.32,0.75,26,19,5,6,0.417
YES,0.46,0.5,0.85,34,21,3,10,0.5
YES,0.52,0.63,0.8,30,30,13,4,0.526
YES,0.4,0.33,0.71,42,16,8,7,0.324
NO,0.45,0.19,0.7,33,21,8,3,0.444
YES,0.43,0.48,0.72,33,28,12,2,0.595
YES,0.46,0.33,0.89,29,25,12,5,0.486
YES,0.42,0.33,0.73,35,27,8,3,0.351
YES,0.45,0.43,0.74,33,23,8,10,0.694
NO,0.39,0.28,0.89,25,17,9,4,0.125
YES,0.52,0.42,0.71,38,31,8,5,0.676
YES,0.4,0.46,0.72,32,21,4,12,0.194
YES,0.4,0.24,0.88,29,24,5,5,0.684
YES,0.47,0.38,0.81,37,22,6,8,0.784
NO,0.4,0.2,1,35,17,7,4,0.139
YES,0.43,0.38,0.86,25,24,16,3,0.703
YES,0.49,0.35,0.76,38,20,8,4,0.432
NO,0.45,0.35,0.72,21,17,4,2,0.658
YES,0.48,0.43,0.71,43,24,7,8,0.703
NO,0.44,0.32,0.79,38,29,2,4,0.316
YES,0.47,0.52,0.83,29,34,14,3,0.784
NO,0.54,0.26,0.71,32,29,4,7,0.676
NO,0.46,0.24,0.89,30,18,7,4,0.421
YES,0.42,0.33,0.84,27,24,8,5,0.361
NO,0.49,0.3,0.73,32,25,6,5,0.667
NO,0.41,0.36,0.64,23,20,8,6,0.189
YES,0.53,0.35,0.74,25,23,10,2,0.561
NO,0.44,0.06,0.79,47,22,7,2,0.421
NO,0.48,0.33,0.83,33,14,7,7,0.333
NO,0.32,0.17,0.72,33,20,10,3,0.308
NO,0.49,0.28,0.6,31,22,9,5,0.375
YES,0.49,0.5,0.88,40,20,4,7,0.684
NO,0.41,0.33,0.86,27,22,5,2,0.351
YES,0.5,0.21,0.8,40,25,6,7,0.474
YES,0.49,0.35,0.88,29,22,14,1,0.357
NO,0.4,0.23,0.9,37,22,5,1,0.769
NO,0.48,0.38,0.83,30,19,5,1,0.41
YES,0.47,0.45,0.79,26,29,5,5,0.861
NO,0.47,0.36,0.78,27,23,8,10,0.359
YES,0.46,0.34,0.64,39,26,7,2,0.684
NO,0.38,0.31,0.66,33,15,4,10,0.375
NO,0.43,0.48,0.75,25,18,10,5,0.65
NO,0.51,0.33,0.7,27,26,4,1,0.3
YES,0.39,0.44,0.74,30,21,13,2,0.525
YES,0.48,0.44,0.74,30,25,12,3,0.7
NO,0.43,0.24,0.76,23,20,7,3,0.667
NO,0.42,0.24,0.88,29,23,6,5,0.675
NO,0.49,0.31,0.88,34,29,5,4,0.342
NO,0.47,0.34,0.69,26,26,9,1,0.65
YES,0.42,0.32,0.79,42,22,7,2,0.683
NO,0.45,0.33,0.83,32,22,8,4,0.366
YES,0.53,0.45,0.79,38,27,8,2,0.487
YES,0.42,0.39,1,26,24,11,7,0.35
NO,0.46,0.38,0.75,34,22,5,4,0.349
NO,0.43,0.44,0.86,29,20,3,1,0.41
YES,0.55,0.33,0.82,31,18,5,5,0.571
YES,0.45,0.32,0.63,30,22,12,10,0.205
YES,0.45,0.38,0.88,34,34,12,4,0.61
NO,0.46,0.35,0.8,36,25,5,5,0.643
NO,0.42,0.3,0.74,29,22,10,2,0.683
YES,0.31,0.13,0.64,44,16,7,5,0.39
NO,0.46,0.28,0.81,32,18,3,2,0.4
NO,0.41,0.32,0.86,26,21,10,4,0.45
YES,0.43,0.43,0.84,29,27,16,5,0.39
YES,0.51,0.53,0.67,39,21,4,4,0.725
NO,0.44,0.24,0.78,29,17,6,0,0.415
NO,0.43,0.28,0.83,30,18,9,5,0.65
NO,0.4,0.35,0.78,23,18,9,2,0.341
YES,0.39,0.47,0.83,38,23,8,6,0.619
YES,0.48,0.43,0.79,34,27,6,10,0.667
YES,0.46,0.44,0.72,34,20,5,4,0.524
NO,0.42,0.14,0.91,33,17,8,4,0.707
YES,0.54,0.48,0.78,46,30,10,6,0.846
YES,0.44,0.3,0.71,37,31,8,1,0.81
YES,0.51,0.39,0.73,32,26,13,2,0.69
YES,0.5,0.41,0.73,31,23,16,7,0.581
YES,0.45,0.55,0.68,37,27,8,3,0.405
YES,0.49,0.43,0.76,25,22,2,8,0.143
YES,0.56,0.54,0.78,40,26,8,5,0.69
YES,0.4,0.31,0.65,26,21,16,3,0.738
NO,0.45,0.28,0.64,32,22,12,5,0.512
NO,0.47,0.36,0.74,32,20,4,2,0.439
NO,0.47,0.36,0.69,30,26,7,0,0.429
NO,0.46,0.28,0.71,32,22,5,2,0.381
NO,0.35,0.13,0.73,27,22,6,1,0.171
YES,0.5,0.45,0.83,30,26,13,9,0.85
YES,0.5,0.45,0.73,34,30,12,3,0.814
YES,0.46,0.19,0.81,35,21,8,5,0.5
YES,0.34,0.21,0.67,36,19,3,8,0.419
NO,0.37,0.35,0.78,28,20,7,13,0.19
NO,0.38,0.23,0.77,45,23,8,3,0.674
YES,0.52,0.42,0.83,34,35,10,5,0.395
YES,0.51,0.33,0.62,39,24,11,1,0.591
YES,0.46,0.14,0.79,36,15,6,8,0.714
YES,0.52,0.21,0.68,30,24,15,4,0.535
YES,0.59,0.44,0.67,39,41,8,9,0.674
NO,0.37,0.32,0.74,32,16,8,6,0.705
YES,0.47,0.32,0.81,38,19,7,8,0.636
NO,0.46,0.38,0.83,25,26,11,5,0.5
NO,0.42,0.29,0.73,31,20,8,2,0.419
YES,0.52,0.54,0.79,45,29,7,5,0.545
NO,0.45,0.33,1,21,16,12,8,0.682
NO,0.46,0.33,0.71,31,21,4,6,0.578
YES,0.48,0.24,0.87,32,20,8,0,0.442
YES,0.43,0.29,0.74,40,19,5,4,0.622
NO,0.42,0.22,0.71,29,27,3,4,0.167
YES,0.48,0.4,1,37,27,6,5,0.818
YES,0.47,0.4,0.81,37,29,6,4,0.182
YES,0.48,0.42,0.86,34,32,13,8,0.854
NO,0.38,0.31,0.83,33,21,9,6,0.186
YES,0.53,0.45,0.79,37,23,9,5,0.364
YES,0.51,0.65,0.8,36,33,6,6,0.512
YES,0.33,0.29,0.65,31,9,7,13,0.422
YES,0.47,0.43,0.84,38,24,10,7,0.721
YES,0.4,0.42,1,36,22,8,1,0.711
YES,0.47,0.35,0.88,38,29,9,3,0.857
YES,0.51,0.47,0.84,29,27,9,3,0.523
YES,0.53,0.33,0.79,31,23,9,5,0.659
NO,0.43,0.08,0.72,40,20,4,2,0.267
NO,0.49,0.35,0.74,30,22,7,5,0.319
NO,0.42,0.34,0.81,26,23,5,8,0.565
NO,0.36,0.29,0.79,29,15,5,10,0.63
YES,0.42,0.23,0.87,27,22,9,6,0.63
YES,0.56,0.36,0.67,21,30,8,5,0.822
YES,0.44,0.44,0.69,37,17,5,8,0.556
NO,0.41,0.41,0.75,31,26,7,3,0.409
NO,0.43,0.38,0.58,29,18,9,10,0.356
YES,0.48,0.37,0.86,35,25,10,8,0.689
YES,0.42,0.2,0.67,38,17,9,11,0.511
YES,0.47,0.39,0.92,32,25,11,6,0.727
YES,0.45,0.44,0.74,35,28,10,11,0.533
NO,0.42,0.27,0.5,33,31,9,2,0.837
NO,0.42,0.33,0.74,35,21,4,8,0.37
NO,0.49,0.27,0.7,27,20,8,3,0.652
NO,0.51,0.35,0.73,28,20,5,1,0.444
NO,0.41,0.39,0.7,32,22,4,3,0.34
NO,0.43,0.25,0.81,30,17,9,4,0.261
YES,0.46,0.36,0.96,33,29,4,4,0.826
YES,0.49,0.38,0.88,39,18,6,4,0.178
YES,0.42,0.34,0.83,39,23,7,8,0.638
YES,0.41,0.4,0.87,28,21,14,7,0.696
NO,0.39,0.2,0.75,31,15,2,6,0.522
YES,0.47,0.33,0.67,35,27,11,10,0.196
NO,0.43,0.21,0.7,31,17,2,6,0.348
YES,0.44,0.47,0.71,40,29,8,6,0.196
YES,0.4,0.41,0.89,32,16,3,1,0.574
YES,0.51,0.5,0.84,28,29,12,4,0.674
YES,0.45,0.38,0.83,34,23,10,2,0.574
YES,0.47,0.33,0.8,36,26,5,8,0.277
YES,0.44,0.19,0.67,44,17,8,4,0.739
NO,0.45,0.28,0.7,35,14,8,4,0.306
YES,0.53,0.33,0.72,41,25,4,4,0.354
YES,0.43,0.27,0.88,39,16,7,5,0.583
NO,0.33,0.31,0.5,35,18,6,3,0.435
YES,0.45,0.36,0.61,38,21,10,6,0.362
NO,0.36,0.29,0.7,34,14,8,5,0.356
YES,0.42,0.52,0.88,37,26,5,3,0.532
YES,0.5,0.35,0.84,27,27,13,9,0.213
YES,0.48,0.48,0.64,35,26,12,4,0.83
YES,0.48,0.35,0.64,37,22,11,5,0.583
NO,0.49,0.21,0.77,36,19,7,4,0.391
NO,0.36,0.21,0.75,36,21,2,8,0.396
NO,0.41,0.46,0.76,23,19,6,1,0.17
NO,0.42,0.33,0.79,31,21,9,3,0.3
YES,0.5,0.4,0.63,32,28,8,8,0.375
NO,0.37,0.33,0.68,32,18,11,3,0.625
YES,0.37,0.27,0.82,34,22,11,5,0.745
YES,0.44,0.36,0.72,36,20,6,5,0.833
YES,0.46,0.38,0.78,35,27,11,8,0.822
YES,0.45,0.38,0.93,41,22,12,8,0.532
NO,0.41,0.2,0.92,31,22,8,5,0.347
NO,0.47,0.42,0.78,28,26,8,6,0.646
YES,0.44,0.45,0.62,30,18,7,3,0.208
NO,0.37,0.21,0.61,32,24,7,3,0.348
YES,0.5,0.39,0.87,35,30,5,10,0.542
NO,0.41,0.4,0.84,33,19,7,3,0.633
YES,0.49,0.44,0.44,35,21,4,0,0.404
NO,0.5,0.38,0.61,27,18,12,6,0.56
NO,0.32,0.26,0.82,33,14,7,3,0.673
YES,0.46,0.32,0.67,31,27,11,10,0.66
YES,0.49,0.4,0.85,32,25,10,5,0.5
YES,0.45,0.44,0.68,32,22,8,6,0.6
NO,0.49,0.35,0.73,23,22,7,2,0.204
YES,0.44,0.41,0.76,42,26,10,9,0.22
NO,0.44,0.44,0.79,28,17,7,4,0.362
YES,0.48,0.45,0.83,31,27,7,5,0.388
YES,0.47,0.3,0.71,33,18,8,6,0.673
NO,0.44,0.3,0.72,29,22,3,4,0.66
YES,0.41,0.3,0.74,36,18,6,8,0.694
YES,0.52,0.5,0.76,36,29,5,5,0.83
YES,0.4,0.43,0.71,32,27,10,3,0.375
YES,0.6,0.57,0.56,29,28,5,4,0.36
YES,0.5,0.42,0.91,30,25,10,7,0.551
NO,0.45,0.3,0.65,31,15,6,3,0.347
YES,0.51,0.55,0.81,29,27,10,3,0.184
NO,0.38,0.28,0.77,29,23,7,3,0.531
YES,0.52,0.44,0.57,35,32,7,4,0.633
YES,0.48,0.44,0.67,37,24,7,2,0.82
NO,0.37,0.14,0.77,42,13,5,8,0.354
YES,0.43,0.27,0.8,38,23,10,4,0.608
YES,0.44,0.26,0.87,44,21,7,7,0.68
YES,0.43,0.24,0.81,38,15,5,15,0.449
YES,0.47,0.38,0.81,32,26,9,2,0.373
YES,0.45,0.17,0.77,40,23,4,4,0.392
YES,0.49,0.56,0.89,34,28,13,4,0.824
YES,0.53,0.43,0.81,32,25,7,1,0.667
YES,0.52,0.33,0.86,38,26,9,6,0.302
YES,0.43,0.29,0.88,31,17,8,1,0.2
YES,0.48,0.38,0.78,29,31,12,4,0.64
YES,0.51,0.47,0.69,32,32,11,5,0.7
NO,0.45,0.33,0.89,30,19,11,8,0.5
YES,0.5,0.27,0.68,37,23,1,10,0.429
YES,0.45,0.37,0.76,42,27,8,4,0.388
YES,0.45,0.52,0.71,34,20,10,5,0.558
YES,0.51,0.45,0.74,35,31,9,3,0.615
YES,0.49,0.4,0.74,34,21,6,6,0.549
YES,0.39,0.39,0.73,42,19,6,5,0.231
NO,0.37,0.24,0.57,26,16,8,6,0.529
NO,0.4,0.44,0.82,29,23,7,1,0.196
YES,0.41,0.39,0.69,35,21,11,7,0.66
YES,0.5,0.26,0.65,29,21,6,6,0.353
YES,0.39,0.23,0.9,38,18,8,4,0.745
NO,0.47,0.36,0.77,32,21,9,4,0.296
NO,0.47,0.57,0.79,31,24,5,4,0.431
YES,0.52,0.4,0.82,38,26,8,6,0.51
YES,0.55,0.55,0.6,40,31,6,7,0.604
NO,0.47,0.32,0.77,23,18,8,4,0.385
YES,0.45,0.33,0.62,39,20,1,5,0.36
NO,0.38,0.37,0.68,25,24,7,1,0.686
YES,0.43,0.31,0.79,42,18,11,7,0.673
NO,0.45,0.31,0.73,27,24,6,8,0.212
YES,0.42,0.39,0.88,30,25,14,4,0.558
NO,0.42,0.29,0.79,42,21,9,4,0.226
NO,0.41,0.29,0.73,33,19,2,3,0.648
YES,0.49,0.55,0.86,28,28,9,5,0.431
NO,0.48,0.32,0.72,26,20,7,4,0.365
YES,0.43,0.28,0.85,40,25,7,3,0.623
NO,0.41,0.38,1,39,24,4,6,0.377
NO,0.42,0.59,0.85,25,20,5,17,0.519
YES,0.44,0.32,0.68,33,24,14,9,0.75
NO,0.44,0.33,0.59,29,23,3,2,0.25
NO,0.36,0.38,0.79,28,21,1,9,0.423
NO,0.47,0.46,0.8,26,18,9,5,0.537
YES,0.52,0.35,0.87,28,26,8,3,0.623
YES,0.32,0.32,0.95,40,21,7,4,0.392
NO,0.38,0.36,0.74,39,18,7,2,0.208
YES,0.48,0.18,0.62,37,25,13,3,0.648
NO,0.46,0.47,0.72,25,22,5,3,0.509
YES,0.41,0.33,0.96,37,27,5,5,0.679
YES,0.45,0.35,0.96,38,24,7,9,0.528
YES,0.56,0.4,0.79,33,32,9,3,0.611
YES,0.46,0.36,0.82,37,13,6,9,0.304
YES,0.49,0.47,0.81,35,23,11,5,0.566
NO,0.41,0.43,0.71,26,17,4,4,0.389
YES,0.37,0.36,0.81,31,18,11,3,0.655
YES,0.41,0.42,0.85,28,17,9,5,0.679
YES,0.46,0.39,0.77,34,29,10,3,0.63
YES,0.42,0.32,0.81,41,20,8,0,0.537
YES,0.55,0.42,0.52,33,26,10,4,0.655
NO,0.46,0.17,0.66,32,22,10,4,0.241
YES,0.48,0.36,0.81,40,26,6,5,0.358
YES,0.45,0.27,0.55,31,19,12,1,0.4
NO,0.44,0.06,0.75,31,22,7,7,0.6
YES,0.42,0.33,0.82,39,22,6,5,0.574
YES,0.47,0.38,0.78,38,26,10,2,0.649
NO,0.4,0.32,0.66,32,18,11,11,0.222
NO,0.43,0.33,0.69,25,28,10,6,0.185
YES,0.5,0.22,0.5,33,22,4,3,0.316
YES,0.47,0.27,0.71,34,24,7,7,0.222
YES,0.45,0.4,0.47,35,18,11,7,0.37
YES,0.49,0.52,0.61,33,29,10,5,0.827
NO,0.33,0.21,0.67,35,19,6,8,0.782
NO,0.42,0.29,0.74,32,15,5,7,0.426
NO,0.43,0.29,0.8,30,28,9,10,0.415
YES,0.48,0.5,0.88,33,27,5,3,0.625
YES,0.48,0.4,0.71,43,31,9,11,0.661
YES,0.42,0.21,0.71,41,22,17,9,0.673
NO,0.44,0.25,1,30,19,10,7,0.564
YES,0.51,0.39,0.66,40,22,8,4,0.255
YES,0.46,0.28,0.79,43,20,7,6,0.655
NO,0.37,0.16,0.86,31,16,8,2,0.182
YES,0.52,0.4,0.65,45,31,8,10,0.554
YES,0.48,0.42,0.78,39,20,3,4,0.411
NO,0.4,0.39,0.81,38,24,4,4,0.655
YES,0.48,0.26,0.73,26,19,9,2,0.328
YES,0.42,0.41,0.76,34,22,8,1,0.411
NO,0.33,0.26,0.59,30,18,6,3,0.357
NO,0.45,0.28,0.81,35,25,9,7,0.509
NO,0.44,0.33,0.67,35,21,6,10,0.649
YES,0.36,0.31,0.78,44,20,4,7,0.632
YES,0.41,0.32,0.68,34,23,11,8,0.679
YES,0.55,0.52,0.73,34,27,6,3,0.436
YES,0.41,0.27,0.78,38,14,14,5,0.382
YES,0.51,0.45,0.62,36,27,6,7,0.518
NO,0.4,0.38,0.6,35,16,5,3,0.404
NO,0.53,0.28,0.86,36,23,4,4,0.579
YES,0.42,0.38,0.89,42,23,10,8,0.561
YES,0.48,0.42,0.83,32,17,13,4,0.661
YES,0.51,0.44,0.79,37,26,6,6,0.526
NO,0.44,0.18,0.65,34,24,6,11,0.621
YES,0.46,0.37,0.81,31,28,7,2,0.789
YES,0.41,0.39,0.7,34,27,7,9,0.684
NO,0.47,0.58,0.65,34,18,3,5,0.375
YES,0.49,0.38,0.72,34,24,10,6,0.364
NO,0.42,0.27,0.58,38,17,4,1,0.322
YES,0.51,0.45,0.85,38,29,6,1,0.4
YES,0.54,0.33,0.69,31,32,16,5,0.561
NO,0.38,0.35,0.67,30,22,11,5,0.351
YES,0.51,0.5,0.8,33,25,9,4,0.661
YES,0.43,0.31,0.82,43,17,10,4,0.232
YES,0.47,0.32,0.83,43,15,10,2,0.627
YES,0.49,0.35,0.57,42,21,4,9,0.525
YES,0.46,0.28,0.88,33,26,9,5,0.69
YES,0.42,0.4,0.8,33,24,8,5,0.411
YES,0.42,0.35,0.66,40,23,8,7,0.414
NO,0.4,0.18,0.82,34,15,6,3,0.638
NO,0.38,0.25,0.67,30,19,6,4,0.719
YES,0.51,0.38,0.74,30,26,3,6,0.534
YES,0.47,0.33,0.68,41,23,7,5,0.281
YES,0.39,0.29,0.81,31,24,5,5,0.627
NO,0.4,0.26,0.72,38,22,3,10,0.397
YES,0.44,0.38,0.87,31,20,7,4,0.667
YES,0.44,0.45,0.75,31,27,11,5,0.793
NO,0.48,0.25,0.83,40,15,3,2,0.357
NO,0.33,0.25,0.62,20,22,9,3,0.345
YES,0.35,0.36,0.62,41,21,7,4,0.224
NO,0.4,0.27,0.95,33,17,12,3,0.431
NO,0.43,0.32,0.83,29,23,10,3,0.639
YES,0.47,0.35,0.72,31,21,14,2,0.567
NO,0.39,0.37,0.81,19,22,12,1,0.224
YES,0.38,0.27,0.78,33,18,16,7,0.397
NO,0.3,0.31,0.79,34,13,7,4,0.517
YES,0.44,0.37,0.79,36,21,8,5,0.207
NO,0.36,0.4,0.75,34,16,8,3,0.311
YES,0.46,0.37,0.79,28,21,11,5,0.695
NO,0.37,0.26,0.76,39,21,4,3,0.404
NO,0.31,0.38,0.73,34,18,2,1,0.617
NO,0.4,0.27,0.53,28,17,10,3,0.339
NO,0.44,0.36,0.67,40,25,6,6,0.276
YES,0.41,0.17,0.76,40,17,11,9,0.424
NO,0.45,0.25,0.78,26,24,8,2,0.351
YES,0.49,0.48,0.75,27,20,7,1,0.431
NO,0.44,0.27,0.83,39,25,6,4,0.22
YES,0.48,0.38,0.91,29,11,7,6,0.645
YES,0.52,0.5,0.73,33,19,14,4,0.441
NO,0.53,0.4,0.68,26,32,6,6,0.217
YES,0.48,0.36,1,40,28,10,6,0.613
YES,0.45,0.28,0.86,40,23,3,6,0.8
YES,0.49,0.38,0.68,37,30,10,5,0.431
YES,0.45,0.35,0.8,35,26,8,5,0.35
NO,0.37,0.18,0.73,29,16,8,9,0.203
NO,0.4,0.27,0.68,26,15,7,4,0.712
YES,0.42,0.31,0.73,37,20,5,7,0.623
NO,0.4,0.19,0.75,26,15,6,1,0.424
NO,0.54,0.48,0.94,27,24,5,3,0.623
NO,0.39,0.17,0.72,31,18,7,5,0.217
YES,0.41,0.17,0.75,31,18,7,12,0.541
YES,0.41,0.19,0.77,42,16,8,7,0.45
NO,0.49,0.39,1,28,24,7,5,0.672
YES,0.51,0.41,0.56,30,30,16,8,0.797
YES,0.48,0.45,0.79,32,21,8,8,0.433
YES,0.46,0.33,0.82,45,19,9,9,0.557
NO,0.47,0.25,0.87,33,21,13,5,0.306
NO,0.39,0.35,0.44,42,25,6,4,0.645
YES,0.53,0.43,0.75,36,23,13,10,0.617
YES,0.38,0.3,0.55,27,21,5,3,0.407
YES,0.41,0.32,0.9,48,20,7,5,0.683
YES,0.46,0.28,0.81,36,26,4,3,0.629
NO,0.48,0.38,0.93,36,22,5,6,0.532
YES,0.42,0.3,0.73,36,23,7,4,0.443
YES,0.51,0.29,0.82,27,27,10,4,0.803
YES,0.47,0.48,0.89,42,28,5,11,0.8
YES,0.54,0.38,0.76,33,24,8,8,0.623
YES,0.42,0.21,0.84,42,23,6,6,0.677
YES,0.44,0.09,0.85,35,18,7,1,0.721
YES,0.46,0.3,0.89,33,24,6,4,0.565
NO,0.35,0.36,0.83,39,21,5,1,0.417
YES,0.56,0.54,0.83,29,29,10,5,0.317
YES,0.47,0.25,0.9,45,26,3,5,0.45
NO,0.36,0.31,0.5,30,22,13,4,0.21
YES,0.37,0.35,0.53,38,24,14,3,0.222
NO,0.41,0.3,0.79,32,23,16,8,0.349
NO,0.38,0.2,0.77,28,13,4,4,0.197
YES,0.48,0.35,0.85,34,24,8,13,0.54
YES,0.41,0.4,0.83,34,22,5,1,0.615
YES,0.54,0.57,0.81,35,26,7,3,0.23
YES,0.51,0.29,0.76,30,23,13,8,0.452
YES,0.46,0.5,0.6,34,25,7,6,0.532
YES,0.44,0.32,0.67,38,20,8,8,0.328
NO,0.44,0.21,0.8,29,21,8,3,0.371
YES,0.49,0.41,0.79,27,14,15,4,0.629
NO,0.46,0.14,0.71,32,23,5,5,0.258
YES,0.5,0.45,0.7,30,23,13,3,0.803
YES,0.51,0.29,0.72,36,30,6,10,0.556
NO,0.5,0.53,0.36,23,21,9,2,0.41
NO,0.42,0.24,0.82,27,15,5,2,0.444
NO,0.38,0.36,0.78,31,13,11,1,0.508
NO,0.44,0.45,0.79,35,18,7,2,0.6
YES,0.44,0.35,0.53,33,30,11,2,0.641
NO,0.52,0.27,0.81,17,20,11,5,0.524
YES,0.44,0.33,0.76,37,21,6,4,0.359
YES,0.6,0.56,0.57,23,42,8,6,0.794
NO,0.32,0.18,0.75,29,13,4,8,0.452
NO,0.41,0.25,0.7,27,18,6,6,0.621
YES,0.43,0.23,0.87,36,23,8,1,0.27
NO,0.42,0.38,0.65,29,19,5,5,0.403
YES,0.43,0.33,0.72,34,16,8,5,0.429
YES,0.53,0.5,0.92,38,37,6,5,0.46
YES,0.48,0.61,0.8,32,24,7,3,0.635
YES,0.5,0.42,0.9,33,28,8,9,0.369
YES,0.46,0.29,0.63,28,23,14,3,0.453
NO,0.35,0.27,0.48,38,16,12,5,0.219
YES,0.52,0.35,0.77,32,29,5,6,0.81
YES,0.46,0.3,0.79,44,25,5,2,0.677
NO,0.43,0.48,0.83,28,19,5,3,0.547
YES,0.44,0.3,0.76,24,28,11,5,0.429
YES,0.5,0.25,0.77,29,25,7,2,0.515
YES,0.49,0.44,0.69,40,30,7,7,0.531
NO,0.45,0.33,0.62,34,28,5,12,0.444
NO,0.56,0.31,0.7,32,28,6,9,0.625
YES,0.48,0.33,0.59,35,23,5,10,0.438
YES,0.5,0.29,0.71,32,25,11,5,0.569
YES,0.49,0.41,0.79,42,24,7,7,0.469
NO,0.42,0.28,0.62,36,18,6,4,0.266
NO,0.41,0.38,0.62,34,19,7,6,0.507
YES,0.37,0.37,0.85,38,15,4,7,0.453
YES,0.58,0.52,0.88,36,28,2,2,0.683
YES,0.5,0.47,0.65,39,23,4,3,0.379
YES,0.61,0.57,0.69,31,31,11,2,0.627
YES,0.43,0.36,0.71,34,26,12,5,0.6
YES,0.44,0.46,1,29,28,10,4,0.554
YES,0.43,0.38,0.55,37,19,7,4,0.438
YES,0.47,0.28,0.65,32,30,11,9,0.231
NO,0.37,0.22,0.64,36,21,7,8,0.227
NO,0.4,0.38,0.8,33,16,4,3,0.462
YES,0.48,0.43,0.67,35,17,8,8,0.446
YES,0.47,0.57,0.88,28,23,10,3,0.697
YES,0.5,0.56,0.94,34,34,13,6,0.8
YES,0.53,0.5,0.82,32,28,8,6,0.576
NO,0.4,0.39,0.73,35,21,6,4,0.262
YES,0.46,0.38,0.7,35,16,4,4,0.561
NO,0.48,0.47,0.56,27,24,10,1,0.309
NO,0.46,0.27,0.62,43,32,3,14,0.545
NO,0.44,0.46,0.58,42,24,8,8,0.627
YES,0.58,0.55,0.87,36,38,13,6,0.631
YES,0.49,0.33,0.61,38,24,9,1,0.515
NO,0.47,0.28,0.78,33,20,5,3,0.591
NO,0.47,0.35,0.8,36,23,7,5,0.333
NO,0.47,0.6,0.88,23,27,6,7,0.212
YES,0.42,0.62,0.68,47,19,3,5,0.455
YES,0.55,0.27,0.82,39,21,8,5,0.455
YES,0.41,0.22,0.86,37,14,9,5,0.701
YES,0.48,0.26,0.91,30,28,16,7,0.803
YES,0.47,0.4,0.71,29,27,9,2,0.632
YES,0.5,0.4,0.8,37,27,7,3,0.455
YES,0.5,0.58,0.62,37,25,5,4,0.582
NO,0.43,0.11,0.8,32,21,7,4,0.455
YES,0.45,0.38,0.71,37,24,7,4,0.632
YES,0.47,0.36,0.68,29,26,5,5,0.358
YES,0.35,0.32,0.73,40,26,6,6,0.552
YES,0.5,0.41,0.67,35,27,7,6,0.672
YES,0.45,0.21,0.7,35,22,7,10,0.209
YES,0.52,0.47,0.6,34,39,8,7,0.806
YES,0.55,0.52,0.6,32,32,2,3,0.629
YES,0.48,0.26,0.85,28,19,12,2,0.559
YES,0.43,0.41,0.61,30,25,12,10,0.235
YES,0.41,0.42,0.89,43,22,6,4,0.594
NO,0.48,0.18,0.81,35,18,7,0,0.328
YES,0.44,0.41,0.85,31,25,6,3,0.603
YES,0.49,0.42,0.67,32,28,7,6,0.638
YES,0.53,0.7,0.64,27,21,7,7,0.463
NO,0.49,0.5,0.75,32,28,5,4,0.5
NO,0.41,0.18,0.5,22,21,9,5,0.448
YES,0.45,0.4,0.8,39,27,8,4,0.676
NO,0.41,0.2,0.8,37,22,9,5,0.206
YES,0.35,0.09,0.67,43,11,5,8,0.522
NO,0.4,0.27,0.47,34,20,9,3,0.254
YES,0.51,0.43,0.92,34,26,6,6,0.565
YES,0.47,0.22,0.87,38,31,11,4,0.632
YES,0.47,0.43,0.72,37,21,4,3,0.338
YES,0.53,0.44,0.79,34,23,8,7,0.471
YES,0.43,0.35,0.76,34,18,4,6,0.634
NO,0.45,0.36,0.69,32,14,6,3,0.629
YES,0.43,0.44,0.76,37,31,9,7,0.418
YES,0.5,0.26,0.83,30,29,9,6,0.809
YES,0.42,0.37,0.8,34,23,11,7,0.246
YES,0.46,0.42,0.83,32,22,9,1,0.31
YES,0.53,0.32,0.88,34,32,4,7,0.6
